name,address,city,postalCode,country,icon,userComment,tag1,tag2,tag3,tag4,tag5,tag6,tag7,coordinates
Mustafa's Gemuese Kebab,MehringDamm 32 Kreuzberg,Berlin,10961,,fastfood,,💸,Grec 🥙,Validé ✅,,,,,"[13.3880363, 52.4938222]"
Round & Edgy,Rochstraße 3,,Mitte, 10178 Berlin,donuts,,💸💸,Cookie 🍪,Validé ✅,,,,,"[13.40738, 52.524071]"
Mubis Cookies,Reichenberger Straße 176,,Kreuzberg, 10999 Berlin,donuts,,💸💸,Cookie 🍪,Validé ✅,,,,,"[13.41705, 52.49976]"
LINDNER,Mall of berlin,Platz,Leipziger, 10117 Berlin,shopping,,💸💸,Boulangerie 🥖,Validé ✅,,,,,"[13.380784, 52.5105567]"
KaDeWe,TAUENTZIENSTRASSE,-,21,Deutschland,shopping,,💸💸💸,Epicierie Fine,Validé ✅,Grand Magasin 🛍,,,,"[13.340993, 52.5016021]"
Blue Rooster,44 Boulevard Voltaire 75011 Paris France,,,,civic,,💸💸,Soul Food,Validé ✅,,,,,"[2.3703930377960205, 48.863399505615234]"
Alban Guilmet,6 Rue Saint-Jean 14000 Caen France,,,,restaurant,,💸,Chocolaterie 🍫,Validé ✅,,,,,"[-0.3608285000000001, 49.1831507]"
Chicago Factory,16 Rue Henri Desgrange 75012 Paris France,,,,generic,,💸,Burger 🍔🍟,Pâtes 🍝,Halal,Validé ✅,,,"[2.3819, 48.83957]"
Ernest & Valentin,225 Rue de Charenton,75012,Paris,,restaurant,,💸,Boulangerie 🥖,Pâtisseries,Validé ✅,,,,"[2.3904551, 48.8380696]"
The french bastards,61-55 Rue Oberkampf,Paris,75011, Francia,restaurant,,💸💸,Boulangerie 🥖,Validé ✅,,,,,"[2.3728487, 48.8648028]"
Cake Life Coffee,Rue Corbineau 75012 Paris France,,,,restaurant,,💸,Café,Validé ✅,Salon de thé 🍵,,,,"[2.381577491760254, 48.839447021484375]"
WOW TEA,16 Rue Saint-Augustin,Paris,75002, France,shopping,,💸,Bubble Tea,Asiat,Validé ✅,,,,"[2.3361959, 48.8690001]"
B.O.U.L.O.M,181 Rue Ordener,Paris,75018, France,restaurant,,💸💸,Boulangerie 🥖,Restaurant,Validé ✅,2️⃣,,,"[2.3356451, 48.89358759999999]"
HOMADE,20 Rue Jacques Louvel-Tessier,Paris,75010, France,restaurant,,💸💸,Brunch,Restaurant,Validé ✅,,,,"[2.3698818, 48.87109499999999]"
Sain Boulangerie,13 Rue Alibert,Paris,75010, France,restaurant,,💸,Boulangerie 🥖,Pâtisseries,Validé ✅,,,,"[2.3661899, 48.8719279]"
Carton Paris,6 Bd de Denain,Paris,75010, France,restaurant,,💸,Boulangerie 🥖,Pâtisseries,Validé ✅,,,,"[2.3546022, 48.87912]"
The Hamburger Foundation,Rue Philippe-Plantamour 37,Genève,1201, Suisse,restaurant,,💸💸,Burger 🍔🍟,Validé ✅,,,,,"[6.150819999999999, 46.21144459999999]"
C und M,Almisgässli 1,Grindelwald,3818, Suisse,restaurant,,💸💸,Café,Bar,Restaurant,Validé ✅,,,"[8.040807699999998, 46.6234878]"
Favarger,Quai des Bergues 19 1201 Geneva Switzerland,,,,shopping,,💸💸,Chocolaterie 🍫,Validé ✅,,,,,"[6.1443400382995605, 46.20621109008789]"
Anna Maria Dimiou,Rue du Mont-Blanc 20 1201 Geneva Switzerland,,,,generic,,💸💸,Café,Validé ✅,,,,,"[6.140214443206787, 46.20732879638672]"
La Boulangerie Des Grottes,Rue des Grottes 5,Genève,1201, Switzerland,restaurant,,💸,Boulangerie 🥖,Validé ✅,,,,,"[6.140181, 46.2098168]"
Restaurant Auberge de Savièse,Rue des Pâquis 20,Genève,1201, Suisse,restaurant,,💸💸,Restaurant,Validé ✅,,,,,"[6.1491492, 46.2109437]"
Black Tap Craft Burger & Beer - OPENING SOON,Cours de Rive 6,Genève,1204, Suisse,restaurant,,💸💸,Burger 🍔🍟,Validé ✅,,,,,"[6.1528116, 46.20140929999999]"
Au Saint Honoré S.A.,Rue de Carouge 91,Genève,1205, Suisse,cafe,,💸,Boulangerie 🥖,Validé ✅,,,,,"[6.143260100000001, 46.18880859999999]"
Loeb department store Bern,Spitalgasse 47-51,Bern,3001, Suisse,shopping,,💸💸💸,Grand Magasin 🛍,,,,,,"[7.441327799999999, 46.9477349]"
MAJE GLOBUS GENEVE,Rue du Rhône 48,Genève,1024, Suisse,shopping,,💸💸💸,Grand Magasin 🛍,,,,,,"[6.1474078, 46.2041462]"
Bongénie,Rue du Marché 34,Genève,1204, Suisse,shopping,,💸💸💸,Grand Magasin 🛍,,,,,,"[6.147117, 46.202979]"
Manor,Rue de Cornavin 6,Genève,1211, Suisse,shopping,,💸💸💸,Grand Magasin 🛍,,,,,,"[6.1425967, 46.20727889999999]"
Hansel et Gretel,107 Rue Colbert,Tours,37000, France,cafe,Très bon pain perdu,💸,Café,Salon de thé 🍵,Validé ✅,2️⃣,,,"[0.6904085999999999, 47.3959984]"
L'Etape a Pates,81 Rue Colbert,Tours,37000, France,restaurant,,💸,Pâtes 🍝,Validé ✅,,,,,"[0.6902481999999999, 47.3958349]"
Sonny’s pizza,5 Rue de la Fontaine au Roi,Paris,75011, France,restaurant,,💸💸,Pizza 🍕,Validé ✅,,,,,"[2.3685796, 48.86874349999999]"
Baby Love Burger,63 Rue Saint-Maur,Paris,75011, France,restaurant,,💸💸,Burger 🍔🍟,Validé ✅,,,,,"[2.3793777, 48.86272530000001]"
AVEC,1 Rue du Breil,Rennes,35000, France,restaurant,Un des meilleurs burgers que j’ai mangé. Rapport qualité prix au top,💸,Restaurant,Burger 🍔🍟,Validé ✅,,,,"[-1.6348124, 48.0965159]"
B’Kery,16 Mail François Mitterrand,Rennes,35000,,generic,,💸💸,Boulangerie 🥖,Validé ✅,,,,,"[-1.68761, 48.11023]"
Le Fournil Vasselot,13 Rue Vasselot,Rennes,35000, France,restaurant,,💸,Boulangerie 🥖,Validé ✅,,,,,"[-1.6783406, 48.1087314]"
Sarrasin,17 Rue Jules Simon,Rennes,35000,,generic,,💸💸,Crêperie,Validé ✅,,,,,"[-1.67906, 48.10808]"
Pâtisserie Hoffmann Porte Neuve,18 Avenue de la Porte-Neuve,Luxembourg,2227,,restaurant,,💸💸,Boulangerie 🥖,Validé ✅,,,,,"[6.128229699999999, 49.61286499999999]"
Kaale Kaffi,1247,Rue,9, 1247 Luxembourg,cafe,,💸,Café,Validé ✅,,,,,"[6.133144399999999, 49.61150319999999]"
Break - Villeurbanne,10 Cours de la République,Villeurbanne,69100, France,generic,,💸,Tacos 🇫🇷,Validé ✅,,,,,"[4.873809814453125, 45.770355224609375]"
Cherryne and Pef's Bake Shop,26 Rue Neuve,Lyon,69002,,generic,,💸,Cookie 🍪,Sandwich 🥪,Validé ✅,,,,"[4.8363, 45.76524]"
Blend Hamburger Charonne,15 Rue de Charonne Paris 75011,,,,restaurant,,💸💸,Burger 🍔🍟,Validé ✅,,,,,"[2.3744885, 48.85297060000001]"
Les Goûters de Karen,2 Rue Maurice Bokanowski,Asnières-sur-Seine,92600, France,generic,,💸,Cookie 🍪,Validé ✅,,,,,"[2.2861052, 48.9071148]"
La Marmite Joyeuse,33 Boulevard National,Marseille,13001, France,restaurant,,💸,Restaurant,Validé ✅,,,,,"[5.386411499999999, 43.3025716]"
Cookiss,7 Rue Four du Chapitre,Marseille,13002, France,donuts,,💸,Cookie 🍪,Validé ✅,,,,,"[5.365513324737549, 43.298744201660156]"
Glacier Vanille Noire,13 Rue Caisserie,Marseille,13002, Frankreich,restaurant,👌,💸,Glaces 🍨🍦,Validé ✅,,,,,"[5.3688224, 43.2970554]"
Petrin Couchette,7 Cr Saint-Louis,Marseille,13001, France,bakery,,💸,Boulangerie 🥖,Validé ✅,,,,,"[5.378516999999999, 43.295805]"
Frères Brioche - Opéra,6 Rue Saint-Saëns,Marseille,13001, France,restaurant,,💸💸,Sandwich 🥪,Validé ✅,,,,,"[5.377010345458984, 43.29474639892578]"
Pastels World,29 Rue d'Aubagne,Marseille,13001, France,restaurant,,💸,Africain,Validé ✅,,,,,"[5.379877200000001, 43.29520780000001]"
"Gigi, bouillon italien",13 Cr Julien,Marseille,13006, France,restaurant,,💸💸,Italien 🇮🇹,Pâtes 🍝,Validé ✅,2️⃣,RIP (Fermé definitivement),,"[5.382938861846924, 43.295169830322266]"
La Pépite,145 Rue Sainte,Marseille,13008, France,restaurant,,💸,Pâtisseries,Validé ✅,Bio 👨‍🌾,,,,"[5.367160900000001, 43.2907007]"
KO-ISHI,25 Rue Sainte,Marseille,13001, France,restaurant,,💸💸,Asiat,Validé ✅,2️⃣,,,,"[5.375677699999999, 43.29241739999999]"
Cornbread Marseille,32 Rue des trois Mages,Marseille,13006, France,restaurant,Bon restaurant avec bonne ambiance ,💸💸,Soul Food,Poulet 🐔,Validé ✅,,,,"[5.3846816, 43.29454579999999]"
UN MEXICAIN A MARSEILLE,5 Place Paul Cézanne,Marseille,13006, France,restaurant,,💸,Hispanique,Validé ✅,,,,,"[5.383248, 43.292666]"
PAIN PAN ! Boulangerie de quartier,29 Rue 3 Frères Barthélémy,Marseille,13006, France,restaurant,,💸,Boulangerie 🥖,Bio/Vegan,Validé ✅,,,,"[5.38525, 43.29304]"
Sarl Healthy Food Syliflo,2 Place de la La Préfecture 13006 Marseille France,,,,generic,,💸💸,Restaurant,Validé ✅,,,,,"[5.379796981811523, 43.29077911376953]"
Boulangerie-Café Pain Salvator,32 Boulevard Louis Salvator,Marseille,13006, France,restaurant,,💸,Boulangerie 🥖,Validé ✅,,,,,"[5.3827698, 43.2910124]"
restaurant mame diarra,l'académie,Rue,30, 13001 Marseille,restaurant,Jus de Bouye,💸,Africain,Restaurant,Validé ✅,,,,"[5.381032800000001, 43.2959317]"
Epicerie l'Ideal,11 Rue d'Aubagne,Marseille,13001, Francia,shopping,,Epicierie Fine,Traiteur,Validé ✅,💸💸,,,,"[5.379091, 43.2958049]"
Aux Deux Fréres,3 Rue des Commerçants,Saint-Tropez,83990, France,restaurant,,💸,Boulangerie 🥖,Pâtisseries,Validé ✅,,,,"[6.639784299999999, 43.2724416]"
Sarl JU,96 Rue Général Allard 83990 Saint-Tropez France,,,,generic,,💸💸,Sandwich 🥪,Validé ✅,,,,,"[6.63658, 43.27006]"
La Tarte Tropézienne A Micka,9 Boulevard Louis Blanc,Saint-Tropez,83990, France,restaurant,,💸💸,Boulangerie 🥖,Pâtisseries,Validé ✅,,,,"[6.6384832, 43.2693631]"
DIOR Café,13 Rue François Sibilli,83990,Saint-Tropez,,cafe,,À faire,💸💸💸,Restaurant,Café,2️⃣,,,"[6.640393500000001, 43.2708209]"
Maison Soulier Artisan Glacier,Bd Georges Clemenceau,Arles,13200, France,shopping,,💸,Boulangerie 🥖,Pâtisseries,Validé ✅,,,,"[4.62754, 43.67608]"
Le Bar à Pain,18 Cours Joseph Thierry,Marseille,13001, France,restaurant,,💸,Boulangerie 🥖,,,,,,"[5.386396100000001, 43.3002027]"
La Biscuiterie du Palais,12 Boulevard Philippon,Marseille,13004, France,generic,,💸💸,Biscuiterie,,,,,,"[5.393745422363281, 43.30332946777344]"
Farinette,36 Rue Caisserie,Marseille,13002, France,restaurant,,💸,Boulangerie 🥖,,,,,,"[5.3674675, 43.29699189999999]"
C’est Bon Restaurant méditérranéen végétarien,11 Avenue du Maréchal Foch,Marseille,13004, France,restaurant,,💸💸,Libanais 🇱🇧,Vege/Vegan 🌱,,,,,"[5.3978511, 43.30206]"
la BOULANGERIE,51 Rue des Faures,Bordeaux,33000, France,bakery,,💸,Boulangerie 🥖,,,,,,"[-0.5664866, 44.8349937]"
JAQEN TUKI,117 bis Cr Victor Hugo,Bordeaux,33000, France,restaurant,,💸💸,Burger 🍔🍟,Poulet 🐔,RIP (Fermé definitivement),,,,"[-0.57196, 44.83504]"
Cassonade,53 Rue Saint-James,Bordeaux,33000, France,restaurant,,💸💸,Divers,,,,,,"[-0.57143, 44.83556]"
BATCH,61 Rue des Ayres,Bordeaux,33000, France,restaurant,,💸💸,Cookie 🍪,,,,,,"[-0.5746055, 44.8369191]"
Pepite cookie - Gambetta,Bordeaux 33000,,,,restaurant,,💸💸,Cookie 🍪,,,,,,"[-0.5794452428817749, 44.84059524536133]"
Glacerie Dumas,9 Rue Ravez 33000 Bordeaux France,,,,generic,,💸,Glaces 🍨🍦,,,,,,"[-0.5728, 44.83703]"
65 Degres,1 Cours Pasteur 33000 Bordeaux France,,,,generic,,💸💸,Sandwich 🥪,RIP (Fermé definitivement),,,,,"[-0.5757545828819275, 44.83621597290039]"
T65,35 Avenue de la Corse,Marseille,13007, France,generic,,💸,Boulangerie 🥖,,,,,,"[5.36336, 43.28923]"
Boulangerie Patisserie Pan & Gatô,6 Rue du Pré d'Avril,Annecy-le-Vieux,74940, France,restaurant,,💸,Boulangerie 🥖,,,,,,"[6.146976100000001, 45.9069682]"
Aristide,5 Rue de la Gare 74000 Annecy France,,,,generic,,💸,Boulangerie 🥖,,,,,,"[6.121953010559082, 45.8989372253418]"
Bältis Artisan Glacier,27 Rue Saint-Antoine,Paris,75004, France,restaurant,,💸,Glaces 🍨🍦,Libanais 🇱🇧,,,,,"[2.3652524948120117, 48.85363006591797]"
Atelier Létanduère,15 Rue de Létanduère,Angers,49000, France,restaurant,,💸,Boulangerie 🥖,,,,,,"[-0.5546173000000001, 47.4616736]"
Boulangerie Des Carmes,21 Boulevard Henri Arnauld,Angers,49100, France,restaurant,,💸,Boulangerie 🥖,,,,,,"[-0.561994, 47.473106]"
Nina Cafe,6 Rue Jacques d'Aragon 34000 Montpellier France,,,,generic,,💸💸,Brunch,,,,,,"[3.8771733, 43.6084143]"
La Meulerie - Fromagerie,9 Grand Rue,Marseille,13002, France,shopping,,💸,Fromage,,,,,,"[5.372531799999999, 43.2976714]"
Le Parpaing qui flotte,3 Rue Goudard,Marseille,13005, France,restaurant,Bistrot d’élite ,💸💸,Restaurant,,,,,,"[5.3941159, 43.2949884]"
Les Mains Libres,117 Boulevard Chave,Marseille,13005, France,bakery,,💸,Boulangerie 🥖,,,,,,"[5.3939122, 43.2956005]"
Alive,Rue des Barques 2,Genève,1207, Suisse,restaurant,,💸💸,Brunch,Healthy,Vege/Vegan 🌱,,,,"[6.1554062, 46.2038421]"
L'atelier 116,116 Grand'Rue,Strasbourg,67000, France,restaurant,,💸,Boulangerie 🥖,,,,,,"[7.7442273, 48.5814169]"
Tzatzi,1 Rue de la Demi Lune,Strasbourg,67000, France,restaurant,,💸💸,Libanais 🇱🇧,,,,,,"[7.7456654, 48.5818889]"
M I M,113 Rue Marceau,Montreuil,93100, France,generic,,Restaurant,💸💸,TheFork 🍴,,,,,"[2.426614, 48.849833]"
MIJOTE,72B Rue François Arago,Montreuil,93100, France,restaurant,,💸💸,Asiat,RIP (Fermé definitivement),,,,,"[2.427783900000001, 48.8527372]"
UNION BOULANGERIE,2 Rue Bleue,Paris,75009, France,restaurant,,💸,Boulangerie 🥖,,,,,,"[2.3475155, 48.8759316]"
Pousses,14 Rue de Lagny 93100 Montreuil France,,,,generic,,💸,Healthy,Vege/Vegan 🌱,,,,,"[2.4283766746520996, 48.848873138427734]"
UBUD,1 bis Avenue de Paris,Vincennes,94300, France,restaurant,,💸💸,Asiat,,,,,,"[2.4341228, 48.8448904]"
Noémie Giorno My Little Kitchen,5 Rue Lejemptel,Vincennes,94300, France,bakery,,💸💸,Pâtisseries,,,,,,"[2.437617540359497, 48.84625244140625]"
KALY,47 bis Rue Jacques Hillairet,Paris,75012, France,restaurant,,💸,Restaurant,,,,,,"[2.3894768, 48.84372479999999]"
BASIS,79 Rue de Belleville,Paris,75019, France,restaurant,,💸💸,Grec 🥙,,,,,,"[2.3838605, 48.8737447]"
Lorette boulangerie gourmande,2 Rue de la Butte aux Cailles,Paris,75013, France,restaurant,Bon sandwich au saumon,💸💸,Boulangerie 🥖,,,,,,"[2.3525592, 48.8281603]"
ARSENE Montreuil,54 Rue Robespierre,Montreuil,93100, France,restaurant,,💸💸,Restaurant,,,,,,"[2.423595, 48.8529848]"
Physalis,95 Rue de Fontenay,Vincennes,94300, France,shopping,,Epicierie Fine,💸💸,,,,,,"[2.4360438, 48.8481791]"
Thai 116,116 Rue de Lagny 93100 Montreuil France,,,,generic,,💸,Asiat,RIP (Fermé definitivement),,,,,"[2.4193410873413086, 48.84940719604492]"
Dürüm & Brunch,6 Av. de la République,Vincennes,94300, France,restaurant,,Turque 🇹🇷,Viande,2️⃣,,,,,"[2.4293257, 48.8465666]"
Metà e Metà Pizzeria,51 Rue du Capitaine Dreyfus,Montreuil,93100, France,restaurant,,💸💸,Pizza 🍕,TheFork 🍴,,,,,"[2.4410344, 48.8601274]"
Les nouilles dansantes,12 Rue Vignon,Paris,75009, France,restaurant,Rapport qualité prix excellent ,💸💸,Asiat,TheFork 🍴,,,,,"[2.3262545, 48.8707931]"
Gros Bao,72 Quai de Jemmapes,75010,Paris,,restaurant,,💸💸,Asiat,,,,,,"[2.3657338, 48.8714683]"
Alfi Nouvelle Tradition - Paris 16,23 Rue des Sablons,Paris,75116, France,restaurant,,💸💸,Viande,,,,,,"[2.283005714416504, 48.86503601074219]"
PUSH Smash Burgers - Saint Maur,117 Rue Saint-Maur,Paris,75011, France,restaurant,,💸💸,Burger 🍔🍟,,,,,,"[2.376584768295288, 48.866275787353516]"
Tigermilk Paris Sentier,77 Rue d'Aboukir,Paris,75002, France,restaurant,,💸💸,Hispanique,2️⃣,,,,,"[2.347307900000001, 48.86791909999999]"
Homer Lobster - Vincennes,13 Rue du Midi,Vincennes,94300, France,restaurant,,💸💸,Poisson 🐟,,,,,,"[2.4371399879455566, 48.847084045410156]"
Mayli's Resto & Co,36 Rue Blondel,Paris,75002, France,generic,Restaurant d’empanadas avec spécialités chiliennes 🇨🇱,💸💸,Hispanique,TheFork 🍴,,,,,"[2.3525297, 48.8689704]"
Playa,8 Rue Defrance,Vincennes,94300, France,generic,,💸💸,Restaurant,,,,,,"[2.44681, 48.84791]"
AUX TIROIRS A COOKIES,6 Rue Saint-Jacques,59800,Lille,,restaurant,,💸💸,Cookie 🍪,,,,,,"[3.065201997756958, 50.640281677246094]"
Nani,105 Rue de Paris,Montreuil,93100, France,generic,Restaurant mauricien 🇲🇺,💸💸,Africain,,,,,,"[2.42807, 48.85654]"
Sénégalette,38 Rue Poissonnière,Paris,75002, Francia,restaurant,🇸🇳,💸💸,Africain,Crêperie,TheFork 🍴,,,,"[2.3479817, 48.870025]"
Boulangerie Bopain,127 Rue de Reuilly,Paris,75012, France,generic,,💸,Boulangerie 🥖,,,,,,"[2.39521, 48.84034]"
Piou,74 Rue Grignan,Marseille,13001, France,shopping,,💸💸,Epicierie Fine,,,,,,"[5.374626699999999, 43.2916841]"
Maythai,32 Avenue de la République,Paris,75011, France,restaurant,,💸💸,Asiat,TheFork 🍴,2️⃣,,,,"[2.3710563, 48.8657335]"
Maison Marquet,64 Rue Championnet,Paris,75018, France,generic,,💸,Boulangerie 🥖,,,,,,"[2.34671, 48.89585]"
So.bio,1 Chemin des Silos,Toulouse,31100, France,supermarket,,💸💸,Bio 👨‍🌾,,,,,,"[1.422189, 43.556017]"
Sixta,28 Rue de Bayard,Toulouse,31000, France,restaurant,,💸💸,Brunch,Healthy,Vege/Vegan 🌱,,,,"[1.4483148, 43.6090581]"
La Brewlangerie,306 Avenue de Muret,Toulouse,31300, France,bakery,,💸,Boulangerie 🥖,Cookie 🍪,,,,,"[1.4340944290161133, 43.5916633605957]"
Au Péché Mignon La Maison De Ravel,37 Rue du Languedoc,Toulouse,31000, France,bakery,,💸💸,Boulangerie 🥖,,,,,,"[1.4454371, 43.59861269999999]"
Café Bong,11 Rue de la Bourse,Toulouse,31000, France,cafe,,💸💸,Asiat,Healthy,,,,,"[1.4424058, 43.6004965]"
Troika Royale,23 Rue des Filatiers,Toulouse,31000, France,restaurant,🇷🇺🇬🇪,💸💸,Asiat,TheFork 🍴,,,,,"[1.4439959, 43.59871529999999]"
Cookie Love,84 Rue d'Aboukir,Paris,75002, France,generic,,💸,Cookie 🍪,,,,,,"[2.3477136, 48.86787469999999]"
Panade,35 Rue Violet,Paris,75015, France,restaurant,,💸💸,Boulangerie 🥖,Pâtisseries,,,,,"[2.2935392, 48.8478946]"
Assaporare,7 Rue St-Nicolas,Paris,75012, France,restaurant,,💸💸,Italien 🇮🇹,Restaurant,2️⃣,TheFork 🍴,,,"[2.374334, 48.851077]"
Boris Lumé Patisserie Boulangerie,48 Rue Caulaincourt,Paris,75018, France,bakery,,💸,Boulangerie 🥖,,,,,,"[2.334805, 48.8889874]"
Gang,8 Rue de la Parcheminerie,Rennes,35000, France,cafe,,💸💸,Café,,,,,,"[-1.6806765794754028, 48.10911178588867]"
Yvan Chevalier,9 Rue de Nemours,Rennes,35000, France,shopping,,💸💸,Pâtisseries,,,,,,"[-1.6800481081008911, 48.10843276977539]"
Le Général Tao,7 Rue du Bourg l'Évesque,Rennes,35000, France,restaurant,,💸💸,Burger 🍔🍟,,,,,,"[-1.6887491, 48.1128385]"
Zico,14 Rue Danton,Issy-les-Moulineaux,92130, France,restaurant,Indien 🇮🇳,💸💸,Asiat,,,,,,"[2.2693577, 48.824962]"
Le Jardin Sucré,156 Rue de Courcelles,Paris,75017, France,restaurant,,💸💸,Pâtisseries,,,,,,"[2.2996108, 48.8829005]"
l'atelier saisonnier Paris 13,89 Rue Albert,Paris,75013, France,restaurant,,💸💸,Brunch,,,,,,"[2.370388, 48.8272475]"
Manobaké,152 Rue de Charonne,Paris,75011, France,bakery,,💸,Boulangerie 🥖,,,,,,"[2.38989520072937, 48.855464935302734]"
L'éphémère - Pâtisserie,15 Place Saint-Maclou,Mantes-la-Jolie,78200, France,generic,,💸,Boulangerie 🥖,,,,,,"[1.71844, 48.99088]"
L'Osmanthe,8 Rue Tourneux,Paris,75012, France,bakery,🇯🇵,💸💸,Pâtisseries,Asiat,,,,,"[2.398641899999999, 48.83759209999999]"
Jade Genin,33 Avenue de l'Opéra,Paris,75002, France,shopping,,💸💸💸,Chocolaterie 🍫,,,,,,"[2.3333081, 48.8677823]"
Ara Chocolat,54 Rue de Dunkerque,Paris,75009, France,shopping,,💸💸,Chocolaterie 🍫,,,,,,"[2.3479412, 48.8818549]"
Chez Céline,5ta Avenida con calle 34,Guerrero,Gonzalo, 77710 Playa del Carmen,bakery,,💸💸,Salon de thé 🍵,,,,,,"[-87.0672013, 20.6336871]"
La Casa de Las Mixtas,3er Callejón Cofiño,Guatemala,Antigua, Guatemala,restaurant,🇬🇹,💸,Hispanique,,,,,,"[-90.7373875, 14.5580748]"
Hotel Atitlan Gardens,07010 Panajachel,,Guatemala,,forest,,💸💸💸,,,,,,,"[-91.1655646, 14.7480483]"
Migoya's Restaurant,Solola,,Guatemala,,restaurant,,💸💸,Restaurant,,,,,,"[-91.15, 14.7333]"
Circus Bar,Avenida Los Árboles,,Panajachel, Guatemala,restaurant,,💸💸,Pizza 🍕,,,,,,"[-91.155202, 14.744661]"
Famosos Shucos,Calle de La Navidad,,Panajachel, Guatemala,restaurant,,💸,,,,,,,"[-91.15357208251953, 14.745232582092285]"
La Trama Burger Club,19 Calle,de,Ciudad, Guatemala,restaurant,,💸,Burger 🍔🍟,,,,,,"[-90.50981903076172, 14.590925216674805]"
Katane Pizza,Calle 68,Martiz,Plaza, Panamá,restaurant,,💸💸,Pizza 🍕,,,,,,"[-79.51127624511719, 8.994038581848145]"
Viajeros Fast Food,Calle 12 3-67,111711,Bogotá, Bogotá,generic,,💸,Burger 🍔🍟,Hispanique,,,,,"[-74.0719217, 4.5971772]"
Santa Fe Café & Restaurante,Calle 26B 4-30,,Bogotá, Bogotá,restaurant,,💸,Restaurant,Hispanique,,,,,"[-74.066625, 4.612019]"
Cafe de la Peña Pasteleria Francesa,Carrera 3 9-27,Bogotá,111711, D.C.,supermarket,,Café,Pâtisseries,💸,,,,,"[-74.07261799999999, 4.594667]"
La Fabbrica,Calle 93A 13-25,Bogotá,110221, D.C.,restaurant,,💸💸,Italien 🇮🇹,Pizza 🍕,,,,,"[-74.04961600000001, 4.6768074]"
Sant Just,Calle 16A 2-73,Bogotá,111711, D.C.,restaurant,,💸💸,Viande,Restaurant,,,,,"[-74.0686226, 4.600679899999999]"
Fairuz Café Restaurante / Shawarma Show,Avenida 6 de Diciembre,,N25-23, 170524 Quito,restaurant,,💸,Libanais 🇱🇧,,,,,,"[-78.49185, -0.205209]"
Chifa Fuzhao (Chifa Fu Zhao),Avenida 6 de Diciembre,,N25-23, 170524 Quito,restaurant,🇨🇳,💸,Asiat,,,,,,"[-78.4902, -0.20433]"
Mile Time,Baquerizo Moreno E7-70,,Quito, Ecuador,restaurant,🇹🇼,💸,Asiat,Vege/Vegan 🌱,,,,,"[-78.4890358, -0.2023699]"
Barrio Meshica,15 Rue de la Villette,Paris,75019, France,restaurant,,💸💸,Hispanique,TheFork 🍴,,,,,"[2.387355099999999, 48.875464]"
